-- Seed: -6244207999796636337 --
Using: com.thesonofthom.tools.TimeFormatter tf = new com.thesonofthom.tools.TimeFormatter(java.util.concurrent.TimeUnit$3.MILLISECONDS, java.util.concurrent.TimeUnit$6.HOURS, true, false);
8 NANOSECONDS                   : 0ms
80 NANOSECONDS                  : 0ms
240 NANOSECONDS                 : 0ms
14160 NANOSECONDS               : 0ms
1401840 NANOSECONDS             : 1ms
81306720 NANOSECONDS            : 81ms
1626134400 NANOSECONDS          : 1s:626ms
115455542400 NANOSECONDS        : 1m:55s:455ms
9813721104000 NANOSECONDS       : 2h:43m:33s:721ms
323852796432000 NANOSECONDS     : 89h:57m:32s:796ms
27851340493152000 NANOSECONDS   : 7736h:29m:00s:493ms
2005296515506944000 NANOSECONDS : 557026h:48m:35s:506ms
6 MICROSECONDS                  : 0ms
156 MICROSECONDS                : 0ms
8112 MICROSECONDS               : 8ms
81120 MICROSECONDS              : 81ms
7057440 MICROSECONDS            : 7s:057ms
684571680 MICROSECONDS          : 11m:24s:571ms
58873164480 MICROSECONDS        : 16h:21m:13s:164ms
2590419237120 MICROSECONDS      : 719h:33m:39s:237ms
64760480928000 MICROSECONDS     : 17989h:01m:20s:928ms
5051317512384000 MICROSECONDS   : 1403143h:45m:12s:384ms
338438273329728000 MICROSECONDS : 94010631h:28m:49s:728ms
4 MILLISECONDS                  : 4ms
212 MILLISECONDS                : 212ms
424 MILLISECONDS                : 424ms
6784 MILLISECONDS               : 6s:784ms
203520 MILLISECONDS             : 3m:23s:520ms
7326720 MILLISECONDS            : 2h:02m:06s:720ms
285742080 MILLISECONDS          : 79h:22m:22s:080ms
14287104000 MILLISECONDS        : 3968h:38m:24s:000ms
857226240000 MILLISECONDS       : 238118h:24m:00s:000ms
31717370880000 MILLISECONDS     : 8810380h:48m:00s:000ms
2347085445120000 MILLISECONDS   : 651968179h:12m:00s:000ms
30512110786560000 MILLISECONDS  : 8475586329h:36m:00s:000ms
2501993084497920000 MILLISECONDS: 694998079027h:12m:00s:000ms
8 SECONDS                       : 8s:000ms
264 SECONDS                     : 4m:24s:000ms
17952 SECONDS                   : 4h:59m:12s:000ms
35904 SECONDS                   : 9h:58m:24s:000ms
2405568 SECONDS                 : 668h:12m:48s:000ms
202067712 SECONDS               : 56129h:55m:12s:000ms
4647557376 SECONDS              : 1290988h:09m:36s:000ms
227730311424 SECONDS            : 63258419h:50m:24s:000ms
8198291211264 SECONDS           : 2277303114h:14m:24s:000ms
721449626591232 SECONDS         : 200402674053h:07m:12s:000ms
27415085810466816 SECONDS       : 7615301614018h:33m:36s:000ms
2522187894562947072 SECONDS     : 700607748489707h:31m:12s:000ms
2 MINUTES                       : 2m:00s:000ms
22 MINUTES                      : 22m:00s:000ms
330 MINUTES                     : 5h:30m:00s:000ms
2970 MINUTES                    : 49h:30m:00s:000ms
71280 MINUTES                   : 1188h:00m:00s:000ms
641520 MINUTES                  : 10692h:00m:00s:000ms
61585920 MINUTES                : 1026432h:00m:00s:000ms
4988459520 MINUTES              : 83140992h:00m:00s:000ms
114734568960 MINUTES            : 1912242816h:00m:00s:000ms
6998808706560 MINUTES           : 116646811776h:00m:00s:000ms
314946391795200 MINUTES         : 5249106529920h:00m:00s:000ms
18581837115916800 MINUTES       : 309697285265280h:00m:00s:000ms
743273484636672000 MINUTES      : 12387891410611200h:00m:00s:000ms
8 HOURS                         : 8h:00m:00s:000ms
264 HOURS                       : 264h:00m:00s:000ms
25344 HOURS                     : 25344h:00m:00s:000ms
937728 HOURS                    : 937728h:00m:00s:000ms
60014592 HOURS                  : 60014592h:00m:00s:000ms
300072960 HOURS                 : 300072960h:00m:00s:000ms
21305180160 HOURS               : 21305180160h:00m:00s:000ms
1683109232640 HOURS             : 1683109232640h:00m:00s:000ms
25246638489600 HOURS            : 25246638489600h:00m:00s:000ms
1413811755417600 HOURS          : 1413811755417600h:00m:00s:000ms
115932563944243200 HOURS        : 115932563944243200h:00m:00s:000ms
3362044354383052800 HOURS       : 3362044354383052800h:00m:00s:000ms
5 DAYS                          : 120h:00m:00s:000ms
350 DAYS                        : 8400h:00m:00s:000ms
16800 DAYS                      : 403200h:00m:00s:000ms
1226400 DAYS                    : 29433600h:00m:00s:000ms
80942400 DAYS                   : 1942617600h:00m:00s:000ms
4937486400 DAYS                 : 118499673600h:00m:00s:000ms
217249401600 DAYS               : 5213985638400h:00m:00s:000ms
7820978457600 DAYS              : 187703482982400h:00m:00s:000ms
54746849203200 DAYS             : 1313924380876800h:00m:00s:000ms
3120570404582400 DAYS           : 74893689709977600h:00m:00s:000ms
90496541732889600 DAYS          : 2171917001589350400h:00m:00s:000ms
1809930834657792000 DAYS        : ERROR: 1809930834657792000 DAYS is too large to represent in HOURS

Using: com.thesonofthom.tools.TimeFormatter tf = new com.thesonofthom.tools.TimeFormatter(java.util.concurrent.TimeUnit$3.MILLISECONDS, java.util.concurrent.TimeUnit$6.HOURS, true, true);
3 NANOSECONDS                   : 0h:00m:00s:000ms
210 NANOSECONDS                 : 0h:00m:00s:000ms
3990 NANOSECONDS                : 0h:00m:00s:000ms
95760 NANOSECONDS               : 0h:00m:00s:000ms
9384480 NANOSECONDS             : 0h:00m:00s:009ms
75075840 NANOSECONDS            : 0h:00m:00s:075ms
1651668480 NANOSECONDS          : 0h:00m:01s:651ms
66066739200 NANOSECONDS         : 0h:01m:06s:066ms
3567603916800 NANOSECONDS       : 0h:59m:27s:603ms
21405623500800 NANOSECONDS      : 5h:56m:45s:623ms
64216870502400 NANOSECONDS      : 17h:50m:16s:870ms
5265783381196800 NANOSECONDS    : 1462h:43m:03s:381ms
73720967336755200 NANOSECONDS   : 20478h:02m:47s:336ms
3759769334174515200 NANOSECONDS : 1044380h:22m:14s:174ms
6 MICROSECONDS                  : 0h:00m:00s:000ms
126 MICROSECONDS                : 0h:00m:00s:000ms
7812 MICROSECONDS               : 0h:00m:00s:007ms
492156 MICROSECONDS             : 0h:00m:00s:492ms
41833260 MICROSECONDS           : 0h:00m:41s:833ms
1380497580 MICROSECONDS         : 0h:23m:00s:497ms
80068859640 MICROSECONDS        : 22h:14m:28s:859ms
7606541665800 MICROSECONDS      : 2112h:55m:41s:665ms
38032708329000 MICROSECONDS     : 10564h:38m:28s:329ms
912784999896000 MICROSECONDS    : 253551h:23m:19s:896ms
74848369991472000 MICROSECONDS  : 20791213h:53m:11s:472ms
4341205459505376000 MICROSECONDS: 1205890405h:25m:05s:376ms
2 MILLISECONDS                  : 0h:00m:00s:002ms
112 MILLISECONDS                : 0h:00m:00s:112ms
7168 MILLISECONDS               : 0h:00m:07s:168ms
351232 MILLISECONDS             : 0h:05m:51s:232ms
27396096 MILLISECONDS           : 7h:36m:36s:096ms
109584384 MILLISECONDS          : 30h:26m:24s:384ms
9424257024 MILLISECONDS         : 2617h:50m:57s:024ms
292151967744 MILLISECONDS       : 81153h:19m:27s:744ms
28046588903424 MILLISECONDS     : 7790719h:08m:23s:424ms
588978366971904 MILLISECONDS    : 163605101h:56m:11s:904ms
38872572220145664 MILLISECONDS  : 10797936727h:49m:05s:664ms
1516030316585680896 MILLISECONDS: 421119532384h:54m:40s:896ms
5 SECONDS                       : 0h:00m:05s:000ms
45 SECONDS                      : 0h:00m:45s:000ms
990 SECONDS                     : 0h:16m:30s:000ms
65340 SECONDS                   : 18h:09m:00s:000ms
6337980 SECONDS                 : 1760h:33m:00s:000ms
500700420 SECONDS               : 139083h:27m:00s:000ms
32044826880 SECONDS             : 8901340h:48m:00s:000ms
2819944765440 SECONDS           : 783317990h:24m:00s:000ms
5639889530880 SECONDS           : 1566635980h:48m:00s:000ms
315833813729280 SECONDS         : 87731614924h:48m:00s:000ms
27793375608176640 SECONDS       : 7720382113382h:24m:00s:000ms
2695957433993134080 SECONDS     : 748877064998092h:48m:00s:000ms
2695957433993134080 SECONDS     : 748877064998092h:48m:00s:000ms
5 MINUTES                       : 0h:05m:00s:000ms
40 MINUTES                      : 0h:40m:00s:000ms
3960 MINUTES                    : 66h:00m:00s:000ms
360360 MINUTES                  : 6006h:00m:00s:000ms
1801800 MINUTES                 : 30030h:00m:00s:000ms
46846800 MINUTES                : 780780h:00m:00s:000ms
1358557200 MINUTES              : 22642620h:00m:00s:000ms
38039601600 MINUTES             : 633993360h:00m:00s:000ms
1331386056000 MINUTES           : 22189767600h:00m:00s:000ms
49261284072000 MINUTES          : 821021401200h:00m:00s:000ms
3546812453184000 MINUTES        : 59113540886400h:00m:00s:000ms
10640437359552000 MINUTES       : 177340622659200h:00m:00s:000ms
53202186797760000 MINUTES       : 886703113296000h:00m:00s:000ms
478819681179840000 MINUTES      : 7980328019664000h:00m:00s:000ms
6 HOURS                         : 6h:00m:00s:000ms
270 HOURS                       : 270h:00m:00s:000ms
8640 HOURS                      : 8640h:00m:00s:000ms
578880 HOURS                    : 578880h:00m:00s:000ms
12156480 HOURS                  : 12156480h:00m:00s:000ms
97251840 HOURS                  : 97251840h:00m:00s:000ms
8558161920 HOURS                : 8558161920h:00m:00s:000ms
701769277440 HOURS              : 701769277440h:00m:00s:000ms
14737154826240 HOURS            : 14737154826240h:00m:00s:000ms
707383431659520 HOURS           : 707383431659520h:00m:00s:000ms
1414766863319040 HOURS          : 1414766863319040h:00m:00s:000ms
38198705309614080 HOURS         : 38198705309614080h:00m:00s:000ms
2635710666363371520 HOURS       : 2635710666363371520h:00m:00s:000ms
3 DAYS                          : 72h:00m:00s:000ms
99 DAYS                         : 2376h:00m:00s:000ms
8910 DAYS                       : 213840h:00m:00s:000ms
213840 DAYS                     : 5132160h:00m:00s:000ms
19245600 DAYS                   : 461894400h:00m:00s:000ms
230947200 DAYS                  : 5542732800h:00m:00s:000ms
7159363200 DAYS                 : 171824716800h:00m:00s:000ms
694458230400 DAYS               : 16666997529600h:00m:00s:000ms
52778825510400 DAYS             : 1266691812249600h:00m:00s:000ms
950018859187200 DAYS            : 22800452620492800h:00m:00s:000ms
84551678467660800 DAYS          : 2029240283223859200h:00m:00s:000ms
4058480566447718400 DAYS        : ERROR: 4058480566447718400 DAYS is too large to represent in HOURS

Using: com.thesonofthom.tools.TimeFormatter tf = new com.thesonofthom.tools.TimeFormatter(java.util.concurrent.TimeUnit$3.MILLISECONDS, java.util.concurrent.TimeUnit$5.MINUTES, false, false);
2 NANOSECONDS                   : 0ms
10 NANOSECONDS                  : 0ms
410 NANOSECONDS                 : 0ms
1640 NANOSECONDS                : 0ms
90200 NANOSECONDS               : 0ms
2796200 NANOSECONDS             : 2ms
111848000 NANOSECONDS           : 111ms
1789568000 NANOSECONDS          : 1s:789ms
125269760000 NANOSECONDS        : 2m:05s:269ms
125269760000 NANOSECONDS        : 2m:05s:269ms
1879046400000 NANOSECONDS       : 31m:19s:046ms
97710412800000 NANOSECONDS      : 1628m:30s:412ms
6742018483200000 NANOSECONDS    : 112366m:58s:483ms
222486609945600000 NANOSECONDS  : 3708110m:09s:945ms
0 MICROSECONDS                  : 0ms
62 MICROSECONDS                 : 0ms
4216 MICROSECONDS               : 4ms
177072 MICROSECONDS             : 177ms
15051120 MICROSECONDS           : 15s:051ms
1249242960 MICROSECONDS         : 20m:49s:242ms
22486373280 MICROSECONDS        : 374m:46s:373ms
1079345917440 MICROSECONDS      : 17989m:05s:917ms
88506365230080 MICROSECONDS     : 1475106m:05s:230ms
4425318261504000 MICROSECONDS   : 73755304m:21s:504ms
97357001753088000 MICROSECONDS  : 1622616695m:53s:088ms
8080631145506304000 MICROSECONDS: 134677185758m:26s:304ms
8 MILLISECONDS                  : 8ms
656 MILLISECONDS                : 656ms
41328 MILLISECONDS              : 41s:328ms
1322496 MILLISECONDS            : 22m:02s:496ms
115057152 MILLISECONDS          : 1917m:37s:152ms
7823886336 MILLISECONDS         : 130398m:06s:336ms
704149770240 MILLISECONDS       : 11735829m:30s:240ms
40840686673920 MILLISECONDS     : 680678111m:13s:920ms
2613803947130880 MILLISECONDS   : 43563399118m:50s:880ms
148986824986460160 MILLISECONDS : 2483113749774m:20s:160ms
1340881424878141440 MILLISECONDS: 22348023747969m:01s:440ms
4 SECONDS                       : 4s
96 SECONDS                      : 1m:36s
768 SECONDS                     : 12m:48s
38400 SECONDS                   : 640m
2035200 SECONDS                 : 33920m
77337600 SECONDS                : 1288960m
5104281600 SECONDS              : 85071360m
326674022400 SECONDS            : 5444567040m
15680353075200 SECONDS          : 261339217920m
297926708428800 SECONDS         : 4965445140480m
27409257175449600 SECONDS       : 456820952924160m
2686107203194060800 SECONDS     : 44768453386567680m
1 MINUTES                       : 1m
46 MINUTES                      : 46m
1242 MINUTES                    : 1242m
84456 MINUTES                   : 84456m
7516584 MINUTES                 : 7516584m
112748760 MINUTES               : 112748760m
3495211560 MINUTES              : 3495211560m
234179174520 MINUTES            : 234179174520m
22949559102960 MINUTES          : 22949559102960m
160646913720720 MINUTES         : 160646913720720m
13494340752540480 MINUTES       : 13494340752540480m
890626489667671680 MINUTES      : 890626489667671680m
7 HOURS                         : 420m
420 HOURS                       : 25200m
24780 HOURS                     : 1486800m
495600 HOURS                    : 29736000m
28249200 HOURS                  : 1694952000m
225993600 HOURS                 : 13559616000m
3163910400 HOURS                : 189834624000m
262604563200 HOURS              : 15756273792000m
21796178745600 HOURS            : 1307770724736000m
283350323692800 HOURS           : 17001019421568000m
26634930427123200 HOURS         : 1598095825627392000m
1251841730074790400 HOURS       : ERROR: 1251841730074790400 HOURS is too large to represent in MINUTES
5 DAYS                          : 7200m
70 DAYS                         : 100800m
5180 DAYS                       : 7459200m
450660 DAYS                     : 648950400m
41460720 DAYS                   : 59703436800m
1616968080 DAYS                 : 2328434035200m
11318776560 DAYS                : 16299038246400m
158462871840 DAYS               : 228186535449600m
12360104003520 DAYS             : 17798549765068800m
1149489672327360 DAYS           : 1655265128151398400m
54026014599385920 DAYS          : ERROR: 54026014599385920 DAYS is too large to represent in MINUTES
918442248189560640 DAYS         : ERROR: 918442248189560640 DAYS is too large to represent in MINUTES

Using: com.thesonofthom.tools.TimeFormatter tf = new com.thesonofthom.tools.TimeFormatter(java.util.concurrent.TimeUnit$3.MILLISECONDS, java.util.concurrent.TimeUnit$5.MINUTES, false, true);
7 NANOSECONDS                   : 0m:00s:000ms
161 NANOSECONDS                 : 0m:00s:000ms
14168 NANOSECONDS               : 0m:00s:000ms
155848 NANOSECONDS              : 0m:00s:000ms
3740352 NANOSECONDS             : 0m:00s:003ms
362814144 NANOSECONDS           : 0m:00s:362ms
32290458816 NANOSECONDS         : 0m:32s:290ms
1453070646720 NANOSECONDS       : 24m:13s:070ms
7265353233600 NANOSECONDS       : 121m:05s:353ms
479513313417600 NANOSECONDS     : 7991m:53s:313ms
26852745551385600 NANOSECONDS   : 447545m:45s:551ms
1450048259774822400 NANOSECONDS : 24167470m:59s:774ms
3 MICROSECONDS                  : 0m:00s:000ms
15 MICROSECONDS                 : 0m:00s:000ms
1185 MICROSECONDS               : 0m:00s:001ms
92430 MICROSECONDS              : 0m:00s:092ms
1016730 MICROSECONDS            : 0m:01s:016ms
37619010 MICROSECONDS           : 0m:37s:619ms
564285150 MICROSECONDS          : 9m:24s:285ms
34985679300 MICROSECONDS        : 583m:05s:679ms
734699265300 MICROSECONDS       : 12244m:59s:265ms
35265564734400 MICROSECONDS     : 587759m:24s:734ms
1022701377297600 MICROSECONDS   : 17045022m:57s:297ms
23522131677844800 MICROSECONDS  : 392035527m:57s:844ms
1481894295704222400 MICROSECONDS: 24698238261m:44s:222ms
2 MILLISECONDS                  : 0m:00s:002ms
8 MILLISECONDS                  : 0m:00s:008ms
632 MILLISECONDS                : 0m:00s:632ms
22120 MILLISECONDS              : 0m:22s:120ms
1393560 MILLISECONDS            : 23m:13s:560ms
33445440 MILLISECONDS           : 557m:25s:440ms
501681600 MILLISECONDS          : 8361m:21s:600ms
34114348800 MILLISECONDS        : 568572m:28s:800ms
1637488742400 MILLISECONDS      : 27291479m:02s:400ms
34387263590400 MILLISECONDS     : 573121059m:50s:400ms
3404339095449600 MILLISECONDS   : 56738984924m:09s:600ms
255325432158720000 MILLISECONDS : 4255423869312m
7 SECONDS                       : 0m:07s
56 SECONDS                      : 0m:56s
3864 SECONDS                    : 64m:24s
170016 SECONDS                  : 2833m:36s
850080 SECONDS                  : 14168m
11051040 SECONDS                : 184184m
972491520 SECONDS               : 16208192m
